"ID","Outcome Date","Animal ID","Name","Outcome Status","Euthanasia Reason","Type","Sex","Spayed/Neutered","Primary Breed","Primary Color","Secondary Color","Date of Birth","Intake Date","Days in Shelter","Timestamp"
"85286","2026 Jul 17 04:05:00 PM","29816","Tater Tot","Euthanized","Injured","Cat","Unknown","Unknown","Domestic Shorthair","Black","White","2024 Jul 10 12:00:00 AM","2026 Jul 10 03:41:00 PM","7","2026 Sep 12 12:15:22 AM"
"85285","2026 Jul 17 04:04:00 PM","29865",,"Return to Habitat",,"Cat","Female","Yes","Domestic Shorthair","Black","White","2023 Jul 12 12:00:00 AM","2026 Jul 12 12:12:00 PM","5","2026 Sep 12 12:15:22 AM"
"85283","2026 Jul 17 03:55:00 PM","30118","Gelato ","Reclaimed",,"Dog","Male","No","French Bulldog","Merle",,"2025 Jul 17 12:00:00 AM","2026 Jul 17 01:30:00 PM","0","2026 Sep 12 12:15:22 AM"
"85274","2026 Jul 17 03:20:32 PM","29007","Ginger","Adopted",,"Puppy","Female","Yes","Chihuahua - Smooth","Tan",,"2026 Apr 30 12:00:00 AM","2026 Jun 30 04:42:00 PM","17","2026 Sep 12 12:15:22 AM"
"85272","2026 Jul 17 02:51:00 PM","29897",,"Return to Habitat",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2025 Nov 13 12:00:00 AM","2026 Jul 13 12:51:00 PM","4","2026 Sep 12 12:15:22 AM"
"85267","2026 Jul 17 02:42:00 PM","29904",,"Transfer Out",,"Dog","Male","No","Pug","Tan","Black","2023 Jul 14 12:00:00 AM","2026 Jul 13 02:13:00 PM","4","2026 Sep 12 12:15:22 AM"
"85252","2026 Jul 17 02:08:31 PM","25503","Calamity","Adopted",,"Cat","Female","yes","Domestic Shorthair","Black",,"2026 Apr 08 12:00:00 AM","2026 May 06 11:40:00 AM","72","2026 Sep 12 12:15:22 AM"
"85244","2026 Jul 17 01:54:05 PM","28815","Boot","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Black","White","2026 May 14 12:00:00 AM","2026 Jun 24 01:26:00 PM","23","2026 Sep 12 12:15:22 AM"
"85241","2026 Jul 17 01:45:00 PM","8099","Giles","Transfer Out",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2023 May 22 12:00:00 AM","2026 Jul 11 02:11:00 PM","6","2026 Sep 12 12:15:22 AM"
"85239","2026 Jul 17 01:35:44 PM","25138","Nutmeg","Adopted",,"Dog","Female","Yes","German Shepherd","Brown","Black","2026 Mar 04 12:00:00 AM","2026 Apr 29 12:08:00 PM","79","2026 Sep 12 12:15:22 AM"
"85237","2026 Jul 17 01:32:00 PM","6052","Remi","Adopted",,"Dog","Female","Yes","German Shepherd","Tan","Black","2017 Aug 02 12:00:00 AM","2025 Mar 10 12:00:00 AM","494","2026 Sep 12 12:15:22 AM"
"85234","2026 Jul 17 01:25:30 PM","28817","Boogie","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Grey Tabby",,"2026 May 14 12:00:00 AM","2026 Jun 24 01:26:00 PM","23","2026 Sep 12 12:15:22 AM"
"85228","2026 Jul 17 01:02:00 PM","30094","Ginger","Reclaimed",,"Dog","Female","Yes","German Shepherd","Black Brown",,"2022 Sep 04 12:00:00 AM","2026 Jul 16 05:15:00 PM","1","2026 Sep 12 12:15:22 AM"
"85226","2026 Jul 17 12:54:00 PM","29906",,"Transfer Out",,"Dog","Male","No","Shih Tzu","White","Brown","2026 Mar 13 12:00:00 AM","2026 Jul 13 03:57:00 PM","4","2026 Sep 12 12:15:22 AM"
"85205","2026 Jul 17 11:56:00 AM","27641","Zizi Suzy","Transfer Out",,"Dog","Female","Yes","American Pit Bull Terrier","White","Grey","2022 Jun 10 12:00:00 AM","2026 Jun 10 09:17:00 AM","37","2026 Sep 12 12:15:22 AM"
"85204","2026 Jul 17 11:56:00 AM","29325","Bolo","Transfer Out",,"Kitten","Male","No","Domestic Shorthair","Grey Tabby",,"2026 May 14 12:00:00 AM","2026 Jul 02 03:46:00 PM","15","2026 Sep 12 12:15:22 AM"
"85199","2026 Jul 17 11:25:00 AM","29796",,"Return to Habitat",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2024 Jul 10 12:00:00 AM","2026 Jul 10 12:28:00 PM","7","2026 Sep 12 12:15:22 AM"
"85198","2026 Jul 17 11:08:08 AM","27023","Timo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby",,"2026 Apr 13 12:00:00 AM","2026 Jun 01 11:11:00 AM","46","2026 Sep 12 12:15:22 AM"
"85178","2026 Jul 16 09:50:00 PM","25616","Mika","Reclaimed",,"Dog","Female","Unknown","German Shepherd","Black","Brown","2020 May 07 12:00:00 AM","2026 Jul 09 09:52:00 AM","7","2026 Sep 12 12:15:22 AM"
"85172","2026 Jul 16 06:52:03 PM","29770","Shelly","Adopted",,"Kitten","Female","Yes","Domestic Shorthair","Brown Tabby",,"2026 Apr 26 12:00:00 AM","2026 Jul 09 02:20:00 PM","7","2026 Sep 12 12:15:22 AM"
"85170","2026 Jul 16 06:30:25 PM","27508","Abuelo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","White","Black","2021 Jun 08 12:00:00 AM","2026 Jun 08 01:04:00 PM","38","2026 Sep 12 12:15:22 AM"
"85168","2026 Jul 16 06:23:00 PM","25732",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Tortoiseshell",,"2026 Apr 04 12:00:00 AM","2026 May 09 03:14:00 PM","68","2026 Sep 12 12:15:22 AM"
"85167","2026 Jul 16 06:22:35 PM","29746",,"Adopted",,"Kitten","Male","yes","Domestic Shorthair","Grey Tabby",,"2026 May 22 12:00:00 AM","2026 Jul 09 11:28:00 AM","7","2026 Sep 12 12:15:22 AM"
"85166","2026 Jul 16 06:10:00 PM","26247","Bucee","Adopted",,"Dog","Male","Yes","Australian Cattle Dog","White","Black","2019 May 19 12:00:00 AM","2026 May 19 02:41:00 AM","58","2026 Sep 12 12:15:22 AM"
"85165","2026 Jul 16 06:09:39 PM","28206","Ellie","Adopted",,"Kitten","Female","yes","Domestic Shorthair","Calico","White","2026 Apr 28 12:00:00 AM","2026 Jun 15 12:31:00 PM","31","2026 Sep 12 12:15:22 AM"
"85164","2026 Jul 16 06:09:35 PM","28205","Edison","Adopted",,"Kitten","Male","yes","Domestic Shorthair","Brown Tabby","White","2026 Apr 28 12:00:00 AM","2026 Jun 15 12:31:00 PM","31","2026 Sep 12 12:15:22 AM"
"85156","2026 Jul 16 05:51:00 PM","21779","Margarita (Honey)","Adopted",,"Dog","Female","Yes","American Pit Bull Terrier","Tan","White","2025 Dec 14 12:00:00 AM","2026 Feb 20 04:04:00 PM","146","2026 Sep 12 12:15:22 AM"
"85153","2026 Jul 16 05:27:40 PM","29081",,"Adopted",,"Kitten","Female","yes","Domestic Shorthair","Calico",,"2026 May 17 12:00:00 AM","2026 Jun 28 12:13:00 PM","18","2026 Sep 12 12:15:22 AM"
"85152","2026 Jul 16 05:27:31 PM","28921","Faygo","Adopted",,"Kitten","Male","yes","Domestic Shorthair","Orange Tabby",,"2026 May 14 12:00:00 AM","2026 Jun 25 04:24:00 PM","21","2026 Sep 12 12:15:22 AM"
"85151","2026 Jul 16 05:23:04 PM","24844","Margot","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby","White","2024 Apr 24 12:00:00 AM","2026 Apr 23 04:37:00 PM","84","2026 Sep 12 12:15:22 AM"
"85149","2026 Jul 16 05:15:00 PM","28934","Quervo","Reclaimed",,"Dog","Male","No","American Pit Bull Terrier","Blue",,"2024 Jun 27 12:00:00 AM","2026 Jun 25 06:59:00 PM","21","2026 Sep 12 12:15:22 AM"
"85147","2026 Jul 16 05:05:42 PM","29392","Yumi","Adopted",,"Dog","Female","Yes","Labrador Retriever","Yellow",,"2025 Jul 04 12:00:00 AM","2026 Jul 04 09:14:00 AM","12","2026 Sep 12 12:15:22 AM"
"85141","2026 Jul 16 04:30:52 PM","24417","Lilac","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2024 Apr 16 12:00:00 AM","2026 Apr 16 11:49:00 AM","91","2026 Sep 12 12:15:22 AM"
"85116","2026 Jul 16 02:52:00 PM","29915",,"Reclaimed",,"Dog","Female","No","American Staffordshire Terrier","Brown","White","2023 Jan 14 12:00:00 AM","2026 Jul 14 04:38:00 AM","2","2026 Sep 12 12:15:22 AM"
"85114","2026 Jul 16 02:47:00 PM","27163","Cherry","Transfer Out",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2023 Jun 02 12:00:00 AM","2026 Jun 02 03:44:00 PM","44","2026 Sep 12 12:15:22 AM"
"85097","2026 Jul 16 02:01:04 PM","28591","Raven","Adopted",,"Kitten","Female","Yes","Domestic Shorthair","Orange Tabby",,"2026 Apr 26 12:00:00 AM","2026 Jun 21 11:47:00 AM","25","2026 Sep 12 12:15:22 AM"
"85086","2026 Jul 16 01:31:00 PM","29789","Fairy","Return to Habitat",,"Cat","Female","Yes","Domestic Shorthair","Torbie","White","2024 Jul 10 12:00:00 AM","2026 Jul 10 11:50:00 AM","6","2026 Sep 12 12:15:22 AM"
"85082","2026 Jul 16 01:06:10 PM","24420","Lupita","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Tortoiseshell",,"2022 Apr 16 12:00:00 AM","2026 Apr 16 01:03:00 PM","91","2026 Sep 12 12:15:22 AM"
"85079","2026 Jul 16 12:44:00 PM","28616","Jack Jack","Transfer Out",,"Puppy","Male","No","Labrador Retriever","Black",,"2026 Apr 21 12:00:00 AM","2026 Jun 21 02:50:00 PM","25","2026 Sep 12 12:15:22 AM"
"85078","2026 Jul 16 12:42:00 PM","28617","Lightning","Transfer Out",,"Puppy","Male","No","Labrador Retriever","Yellow",,"2026 Apr 21 12:00:00 AM","2026 Jun 21 02:50:00 PM","25","2026 Sep 12 12:15:22 AM"
"85076","2026 Jul 16 12:31:19 PM","28690","Hamilton","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","White","Brown Tabby","2026 Apr 20 12:00:00 AM","2026 Jun 22 03:30:00 PM","24","2026 Sep 12 12:15:22 AM"
"85073","2026 Jul 16 12:22:00 PM","29876","Petey The Pirate *","Transfer Out",,"Dog","Male","No","Pug","Black",,"2019 Jul 12 12:00:00 AM","2026 Jul 12 05:04:00 PM","4","2026 Sep 12 12:15:22 AM"
"85067","2026 Jul 16 12:08:01 PM","28168","Zuri","Adopted",,"Kitten","Female","Yes","Domestic Shorthair","Brown Tabby",,"2026 May 10 12:00:00 AM","2026 Jun 14 01:27:00 PM","32","2026 Sep 12 12:15:22 AM"
"85061","2026 Jul 16 11:56:25 AM","28003","Clover","Adopted",,"Puppy","Female","Yes","German Shepherd","Black","Brown","2026 May 15 12:00:00 AM","2026 Jun 11 02:43:00 PM","35","2026 Sep 12 12:15:22 AM"
"85059","2026 Jul 16 11:50:00 AM","28058","Thing 2","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Orange Tabby",,"2026 Apr 27 12:00:00 AM","2026 Jun 12 01:00:00 AM","34","2026 Sep 12 12:15:22 AM"
"85058","2026 Jul 16 11:49:00 AM","29992",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85057","2026 Jul 16 11:49:00 AM","29991",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85056","2026 Jul 16 11:49:00 AM","29990",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85055","2026 Jul 16 11:49:00 AM","29989",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85054","2026 Jul 16 11:49:00 AM","29988",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85053","2026 Jul 16 11:49:00 AM","29987",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85052","2026 Jul 16 11:49:00 AM","29986",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85051","2026 Jul 16 11:49:00 AM","29985",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85050","2026 Jul 16 11:49:00 AM","29984",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85049","2026 Jul 16 11:49:00 AM","29983",,"Transfer Out",,"Dog","Unknown","No","German Shepherd","Brown",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85048","2026 Jul 16 11:49:00 AM","29982",,"Transfer Out",,"Dog","Female","No","German Shepherd","Chocolate",,"2025 Jul 14 12:00:00 AM","2026 Jul 14 06:47:00 PM","2","2026 Sep 12 12:15:22 AM"
"85047","2026 Jul 16 11:48:00 AM","29707",,"Transfer Out",,"Kitten","Female","No","Domestic Shorthair","Silver Tabby",,"2026 Apr 24 12:00:00 AM","2026 Jul 08 10:18:00 AM","8","2026 Sep 12 12:15:22 AM"
"85045","2026 Jul 16 11:45:45 AM","28057","Thing 1","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Orange Tabby",,"2026 Apr 27 12:00:00 AM","2026 Jun 12 01:00:00 AM","34","2026 Sep 12 12:15:22 AM"
"85043","2026 Jul 16 11:42:00 AM","29824","Unknown ","Return to Habitat",,"Cat","Female","Yes","Domestic Shorthair","Grey",,"2023 Jul 11 12:00:00 AM","2026 Jul 11 08:32:00 AM","5","2026 Sep 12 12:15:22 AM"
"85042","2026 Jul 16 11:42:00 AM","28572",,"Euthanized","Suffering","Kitten","Male","No","Domestic Shorthair","Blue",,"2026 Apr 18 12:00:00 AM","2026 Jun 20 03:50:00 PM","26","2026 Sep 12 12:15:22 AM"
"85035","2026 Jul 16 11:16:00 AM","27263","Orion(ori)","Euthanized","Court Order","Dog","Male","Yes","American Bulldog","Brown Brindle",,"2024 Jan 03 12:00:00 AM","2026 Jun 03 05:09:00 PM","43","2026 Sep 12 12:15:22 AM"
"84994","2026 Jul 15 09:06:30 PM","28718","Oscar","Adopted",,"Dog","Male","Yes","Shih Tzu","White",,"2023 Jun 23 12:00:00 AM","2026 Jun 23 09:02:00 AM","22","2026 Sep 12 12:15:22 AM"
"84992","2026 Jul 15 07:35:30 PM","26684","Rhino","Adopted",,"Dog","Male","Yes","German Shepherd","Brown","Black","2026 Mar 25 12:00:00 AM","2026 Jul 01 03:47:00 PM","14","2026 Sep 12 12:15:22 AM"
"84982","2026 Jul 15 07:17:00 PM","29840",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Cream Ginger Tabby","White","2021 Jul 11 12:00:00 AM","2026 Jul 11 12:31:00 PM","4","2026 Sep 12 12:15:22 AM"
"84980","2026 Jul 15 06:54:24 PM","27515","Meowsy","Adopted",,"Cat","Female","yes","Domestic Shorthair","Brown Tabby",,"2023 Jun 08 12:00:00 AM","2026 Jun 08 01:25:00 PM","37","2026 Sep 12 12:15:22 AM"
"84977","2026 Jul 15 06:47:46 PM","29801",,"Adopted",,"Cat","Male","yes","Domestic Shorthair","Orange Tabby","White","2026 Mar 11 12:00:00 AM","2026 Jul 10 01:24:00 PM","5","2026 Sep 12 12:15:22 AM"
"84974","2026 Jul 15 06:40:01 PM","29364","Mayhem","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Brown Tabby",,"2026 May 22 12:00:00 AM","2026 Jul 03 01:23:00 PM","12","2026 Sep 12 12:15:22 AM"
"84972","2026 Jul 15 06:32:00 PM","29822","Martha","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Muted Calico","White","2026 Apr 11 12:00:00 AM","2026 Jul 10 05:34:00 PM","5","2026 Sep 12 12:15:22 AM"
"84969","2026 Jul 15 06:15:21 PM","29792","Pluto","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2026 Mar 28 12:00:00 AM","2026 Jul 10 11:58:00 AM","5","2026 Sep 12 12:15:22 AM"
"84968","2026 Jul 15 06:09:14 PM","29593","Nova","Adopted",,"Puppy","Female","Yes","Hound","White","Brown","2026 May 12 12:00:00 AM","2026 Jul 07 12:09:00 PM","8","2026 Sep 12 12:15:22 AM"
"84967","2026 Jul 15 06:01:56 PM","29787","Kimmy","Adopted",,"Cat","Female","Yes","Domestic Shorthair","White","Brown Tabby","2024 Jul 10 12:00:00 AM","2026 Jul 10 11:41:00 AM","5","2026 Sep 12 12:15:22 AM"
"84963","2026 Jul 15 05:47:08 PM","28875","Katy","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black",,"2026 Mar 25 12:00:00 AM","2026 Jun 25 11:32:00 AM","20","2026 Sep 12 12:15:22 AM"
"84957","2026 Jul 15 05:39:00 PM","28650","Benjamin","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","White","Black","2026 May 13 12:00:00 AM","2026 Jun 22 12:26:00 PM","23","2026 Sep 12 12:15:22 AM"
"84956","2026 Jul 15 05:25:27 PM","29617",,"Adopted",,"Kitten","Male","yes","Domestic Shorthair","Black",,"2026 May 06 12:00:00 AM","2026 Jul 07 12:57:00 PM","8","2026 Sep 12 12:15:22 AM"
"84955","2026 Jul 15 05:25:23 PM","29620",,"Adopted",,"Kitten","Male","yes","Domestic Shorthair","White","Black","2026 May 06 12:00:00 AM","2026 Jul 07 12:57:00 PM","8","2026 Sep 12 12:15:22 AM"
"84954","2026 Jul 15 05:14:01 PM","29778","Spider Man","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Cream","Tabby","2026 Mar 10 12:00:00 AM","2026 Jul 09 03:58:00 PM","6","2026 Sep 12 12:15:22 AM"
"84953","2026 Jul 15 05:09:38 PM","28380","Frank","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Orange Tabby",,"2026 May 01 12:00:00 AM","2026 Jun 17 11:16:00 AM","28","2026 Sep 12 12:15:22 AM"
"84949","2026 Jul 15 04:57:00 PM","28431","Scotland","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Black","White","2026 May 20 12:00:00 AM","2026 Jun 24 12:16:00 PM","21","2026 Sep 12 12:15:22 AM"
"84948","2026 Jul 15 04:57:29 PM","29813","Leo","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Black","White","2026 May 29 12:00:00 AM","2026 Jul 10 02:51:00 PM","5","2026 Sep 12 12:15:22 AM"
"84946","2026 Jul 15 04:52:02 PM","29545","Buddy","Adopted",,"Dog","Male","Yes","Cairn Terrier","Tan",,"2024 Jul 06 12:00:00 AM","2026 Jul 06 03:39:00 PM","9","2026 Sep 12 12:15:22 AM"
"84943","2026 Jul 15 04:44:47 PM","29594","Jags","Adopted",,"Puppy","Male","yes","Hound","White","Black","2026 May 12 12:00:00 AM","2026 Jul 07 12:09:00 PM","8","2026 Sep 12 12:15:22 AM"
"84938","2026 Jul 15 04:31:55 PM","29595","Grace","Adopted",,"Puppy","Female","Yes","Hound","White","Black","2026 May 12 12:00:00 AM","2026 Jul 07 12:09:00 PM","8","2026 Sep 12 12:15:22 AM"
"84935","2026 Jul 15 04:19:25 PM","28464","Rio","Adopted",,"Kitten","Male","yes","Domestic Shorthair","Brown Tabby",,"2026 Apr 18 12:00:00 AM","2026 Jun 18 01:49:00 PM","27","2026 Sep 12 12:15:22 AM"
"84932","2026 Jul 15 04:02:26 PM","29817","Chippy","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby","Brown Tabby","2024 Jul 10 12:00:00 AM","2026 Jul 10 03:45:00 PM","5","2026 Sep 12 12:15:22 AM"
"84928","2026 Jul 15 03:34:04 PM","22556","Myra","Adopted",,"Dog","Female","Yes","American Staffordshire Terrier","Brown","White","2019 May 15 12:00:00 AM","2026 Jun 18 10:38:00 AM","27","2026 Sep 12 12:15:22 AM"
"84917","2026 Jul 15 03:10:18 PM","29598","Midas","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Orange Tabby",,"2026 Apr 21 12:00:00 AM","2026 Jul 07 12:16:00 PM","8","2026 Sep 12 12:15:22 AM"
"84906","2026 Jul 15 02:19:00 PM","29194","Lacy","Adopted",,"Puppy","Female","Yes","Labrador Retriever","White","Black","2026 May 06 12:00:00 AM","2026 Jun 30 03:47:00 PM","15","2026 Sep 12 12:15:22 AM"
"84898","2026 Jul 15 01:56:00 PM","24277","Hensen","Adopted",,"Dog","Male","Yes","Siberian Husky","White",,"2024 Apr 14 12:00:00 AM","2026 May 29 01:07:00 PM","47","2026 Sep 12 12:15:22 AM"
"84897","2026 Jul 15 01:55:31 PM","29808","Tweety","Adopted",,"Bird","Unknown","Unknown","Budgerigar/Budgie","Yellow",,,"2026 Jul 10 02:14:00 PM","5","2026 Sep 12 12:15:22 AM"
"84895","2026 Jul 15 01:51:00 PM","29819",,"Transfer Out",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2025 Dec 15 12:00:00 AM","2026 Jul 15 10:05:00 AM","0","2026 Sep 12 12:15:22 AM"
"84874","2026 Jul 15 12:33:00 PM","21126","Sassy","Adopted",,"Dog","Female","Yes","Australian Kelpie","White","Tan","2024 Feb 04 12:00:00 AM","2026 Feb 04 11:15:00 AM","161","2026 Sep 12 12:15:22 AM"
"84869","2026 Jul 15 12:11:00 PM","29872","Sophie","Adopted",,"Dog","Female","Yes","Labrador Retriever","Tan",,"2023 Jul 13 12:00:00 AM","2026 Jul 12 02:21:00 PM","3","2026 Sep 12 12:15:22 AM"
"84866","2026 Jul 15 11:59:00 AM","29257","Sparrow","Return to Habitat",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2022 Jul 02 12:00:00 AM","2026 Jul 01 02:46:00 PM","14","2026 Sep 12 12:15:22 AM"
"84865","2026 Jul 15 11:46:00 AM","27987","Minnow","Return to Habitat",,"Cat","Male","Yes","Domestic Shorthair","Grey Tabby","White","2021 Jun 12 12:00:00 AM","2026 Jun 11 01:00:00 PM","34","2026 Sep 12 12:15:22 AM"
"84857","2026 Jul 15 11:36:00 AM","29853","Xena Johnson ","Adopted",,"Dog","Female","Yes","Chihuahua - Smooth","Tan","White","2015 Jul 13 12:00:00 AM","2026 Jul 11 03:05:00 PM","4","2026 Sep 12 12:15:22 AM"
"84856","2026 Jul 15 11:32:00 AM","29329","Reeves","Euthanized","Suffering","Dog","Male","Yes","American Pit Bull Terrier","Blue","White","2024 Jul 02 12:00:00 AM","2026 Jul 02 04:59:00 PM","13","2026 Sep 12 12:15:22 AM"
"84824","2026 Jul 14 06:59:00 PM","29979",,"Euthanized","Injured","Mammal","Unknown","Unknown","Raccoon","Black","Grey",,"2026 Jul 14 05:56:00 PM","0","2026 Sep 12 12:15:22 AM"
"84823","2026 Jul 14 06:59:43 PM","26722","Lucky","Adopted",,"Dog","Male","Yes","American Pit Bull Terrier","Black","White","2025 Oct 27 12:00:00 AM","2026 May 27 11:39:00 AM","48","2026 Sep 12 12:15:22 AM"
"84809","2026 Jul 14 06:30:49 PM","29809","Boots","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black","White","2026 Mar 10 12:00:00 AM","2026 Jul 10 02:45:00 PM","4","2026 Sep 12 12:15:22 AM"
"84807","2026 Jul 14 06:20:42 PM","28209","Zeppelin","Adopted",,"Dog","Male","Yes","German Shepherd","Black",,"2024 Jun 15 12:00:00 AM","2026 Jun 15 12:51:00 PM","29","2026 Sep 12 12:15:22 AM"
"84806","2026 Jul 14 06:11:28 PM","29322",,"Adopted",,"Puppy","Female","yes","German Shepherd","Tan",,"2026 Apr 23 12:00:00 AM","2026 Jul 02 02:29:00 PM","12","2026 Sep 12 12:15:22 AM"
"84791","2026 Jul 14 05:16:38 PM","28793","Antonio","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Orange Tabby","White","2026 Apr 14 12:00:00 AM","2026 Jun 24 11:25:00 AM","20","2026 Sep 12 12:15:22 AM"
"84790","2026 Jul 14 05:15:47 PM","28794","Alfonso","Adopted",,"Kitten","Male","yes","Domestic Shorthair","Orange Tabby","White","2026 Apr 17 12:00:00 AM","2026 Jun 24 11:25:00 AM","20","2026 Sep 12 12:15:22 AM"
"84789","2026 Jul 14 05:12:00 PM","29786",,"Return to Habitat",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2025 Jul 10 12:00:00 AM","2026 Jul 10 11:20:00 AM","4","2026 Sep 12 12:15:22 AM"
"84788","2026 Jul 14 05:04:50 PM","29627",,"Adopted",,"Kitten","Female","yes","Domestic Shorthair","Black",,"2026 Apr 28 12:00:00 AM","2026 Jul 07 01:12:00 PM","7","2026 Sep 12 12:15:22 AM"
"84785","2026 Jul 14 04:54:28 PM","28250","Honey Mustard","Adopted",,"Dog","Male","yes","Carolina Dog","Red Brown","White","2025 Oct 15 12:00:00 AM","2026 Jun 15 04:14:00 PM","29","2026 Sep 12 12:15:22 AM"
"84784","2026 Jul 14 04:51:50 PM","29159",,"Adopted",,"Kitten","Female","yes","Domestic Shorthair","Calico",,"2026 May 21 12:00:00 AM","2026 Jun 30 12:06:00 PM","14","2026 Sep 12 12:15:22 AM"
"84783","2026 Jul 14 04:45:25 PM","29391","Murphy","Adopted",,"Dog","Male","Yes","Labrador Retriever","Yellow",,"2025 Jul 04 12:00:00 AM","2026 Jul 04 09:14:00 AM","10","2026 Sep 12 12:15:22 AM"
"84782","2026 Jul 14 04:45:00 PM","28336","Jelly Donut","Transfer Out",,"Dog","Male","No","Saint Bernard","Brown","White","2019 Jun 16 12:00:00 AM","2026 Jun 16 02:47:00 PM","28","2026 Sep 12 12:15:22 AM"
"84781","2026 Jul 14 04:45:00 PM","28207","Eric","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Grey Tabby","White","2026 Apr 28 12:00:00 AM","2026 Jun 15 12:31:00 PM","29","2026 Sep 12 12:15:22 AM"
"84779","2026 Jul 14 04:43:23 PM","28208","Edgar","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Grey Tabby","White","2026 Apr 28 12:00:00 AM","2026 Jun 15 12:31:00 PM","29","2026 Sep 12 12:15:22 AM"
"84778","2026 Jul 14 04:39:44 PM","29790",,"Adopted",,"Cat","Male","yes","Domestic Long Hair","Grey Tabby","White","2026 Mar 10 12:00:00 AM","2026 Jul 10 11:50:00 AM","4","2026 Sep 12 12:15:22 AM"
